ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN001089,she,ella,"Ella se encuentra con menos frecuencia. Mientras que ""el"" es más frecuente y se usa como 3era persona en singular para ambos géneros.",,ella,pay (f)
SN001090,they,ellos,"Usada con ambos géneros. Sin embargo, se encuentra con más frecuencia ""elcuna"" como el pronombre de 3era persona del plural.",,"ellos, ellas",paycuna
SN001091,Elvia,Elvia,Nombre propio (persona).,,Elvia,Elvia
SN001092,pregnant,embarasada,,,embarazada,"bicsayu, chichu"
SN001093,"dirty, stain",embarrana,,,"embarrar, manchar, ensuciar",jabina
SN001094,"wrap, wrap up in",embolvina,,maytuna,"envolver, fajar",pilluna
SN001095,funnel,embudo,,,embudo,imbudu
SN001096,sick,emfermo,,,enfermo,ungushca
SN001097,"full (be very), be stuffed (with food)",empachana,,,empachar (de comida),empachana
SN001098,"prevent, prohibit",empedina,,,"impedir, prohibir",ama + verbo-chu
SN001099,"go into debt, pawn",LX000074,"Frecuentemente usada con el reflexivo ""-ri"".",,"endeudar, empeñar",empeñana
SN001100,"begin, start",empezana,,comensana ; iniciana,empezar,cayarina
SN001101,"company, business",empresa,,,empresa,impresa
SN001102,push,empujana,,,empujar,tangana
SN001103,"boyfriend, girlfriend",enamorado,,,"enamorado, enamorada","enamoradu, amigu"
SN001104,fall in love with,enamorana,,,enamorar,juyana
SN001105,"take care of, responsible for (be), entrust, handle",encargana,,,"encargar, poner a cargo de algo, encomendar",mingana
SN001106,gums,encias,,,encías,"insias, quiru aicha"
SN001107,"above, on",encima,,,"encima, sobre",jahua
SN001108,"just above, just on top",encimita,,,encimita,jahuagu
SN001109,"find, meet up with",LX000075,,,"encontrar, hallar, topar (amigos)","tarina, tuparina"
SN001110,pus,encuno,,,pus,incunu
SN001111,greatly in debt,endeudadesimo,"Aumentativo de ""endeudado"".",,endeudadísimo,mama debi
SN001112,enemy,enemigo,,,"enemigo, enemiga",contra
SN001113,January,Enero,Mes del año.,,enero,enero
SN001114,sick (f),enferma,,,"enferma, indispuesta","ungushca (huarmipa), huañushca (huarmipa)"
SN001115,"sickness, disease",LX000076,,enfermedad,enferma,unguy
SN001116,sick person (f),LX000077,,,enferma,unguc (huarmipa)
SN001117,"get sick, become sick",LX000078,,,enfermar,unguna
SN001118,give birth,LX000079,,,"dar a luz, alumbrar, parir",unguna
SN001119,"sickness, disease",enfermedad,,enferma,enfermedad,unguy
SN001120,sick (m),enfermo,,,enfermo,"ungushca (jaripa), huañushca (jaripa)"
SN001121,sick person (m),LX000080,,,enfermo,unguc (jaripa)
SN001122,"blossom, bloom, flower",enflorana,,,florecer,sisayana
SN001123,"bagged, packed away, saved",enfundashca,,,"empacado, guardado",muchilashca
SN001124,"trick, scam, cheat",LX000081,,,engañar,llullana
SN001125,"get fat, become fat, fatten, gain weight",engordana,,jariyana,engordar,"virayana, engordana"
SN001126,rinse,enjaguana,,,enjuagar,tagshana
SN001127,canned food,enlatado,,,enlatado,"enlatadu, latashca"
SN001128,angry,enojado,,LX000094,enojado,culirashca
SN001129,"get angry, become angry",enojana,,aborrina ; colerana ; pujana,enojar,colirana
SN001130,"motivate, encouraged",LX000082,,,"empeñado, con ganas, motivado",impiñashca
SN001131,"determination, resolve",LX000083,,,"empeño, esfuerzo",empeñu
SN001132,"start, begin",enpesana,,,empezar,callana
SN001133,employee,enpleado,,trabajador,empleado,"trabajador, llancadur"
SN001134,"whichever, any",enquipipash,"Expresión fija derivada del español: ""en + que"" y del kichwa ""pi + pash"".",,"alguna cosa, en lo que sea, en cualquier cosa","imapipash, maypipash, imapash"
SN001135,"nag, worry",enquitana,,,"inquietar, molestar",inquitana
SN001136,"tangle, tangle up in",enredana,,,enredar,liarina
SN001137,salad,ensalada,,,ensalada,ensalada
SN001138,practice (e.g. for a dance),ensayana,,,"ensayar, practicar (ej. para un baile)","practicana, ensayana (tushungapa)"
SN001139,right away,enseguida,,,enseguida,"utia, chay ratu"
SN001140,"teach, instruct",LX000084,,,enseñar,yachachina
SN001141,"accustomed, used to (e.g. doing something)",LX000085,,,"acostumbrado, enseñado",yacharishca
SN001142,"accustom, get used to",LX000086,,,acostumbrar,yachana
SN001143,learn,LX000087,,aprendina,aprender,"yachana, aprendina"
SN001144,stepdaughter,entenada,,,"entenada, hijastra",entenada
SN001145,stepson,entenado,,,"entenado, hijastro",entenado
SN001146,"entire, all",entero,,,entero,"junda, entero"
SN001147,bury (e.g. funeral),enterrana,,,"enterrar, trasladar",pambana
SN001148,burial,entierro,,,"entierro, sepelio",pambay
SN001149,"so, therefore",entonses,,,entonces,"entonses, chaymanta"
SN001150,"entry, entrance",entrada,,,entrada,yaycuna
SN001151,"enter, go in",entrana,,dentrana ; ingresana,entrar,yaicuna
SN001152,"between, among",entre,,,entre,-pura
SN001153,"give, deliver",entregana,,,entregar,entregana
SN001154,instead of,envesde,"Palabra compuesta derivada del español: ""en + vez + de"".",,"en vez de, en lugar de",envesde
SN001155,make a mistake,equibocana,,,equivocar,pandana
SN001156,Ermelinda,Ermelinda,"Nombre propio (persona), y apodo: ""Ermico"".",,Ermelinda,Ermelinda
SN001157,Erme,Ermi,"Nombre propio (persona),y diminutivo de ""Ermelinda"".",,Erme,Ermi
SN001158,Erme,Ermico,"Nombre propio (persona), y apodo de ""Ermelinda""",,Ermecita,Ermigu
SN001159,burp,eroctana,,,eructar,eroctana
SN001160,"mistake, error",error,,,error,panday
SN001161,"that, this",esa,"Pronombre que no es tan común y rara vez se encuentra con sustantivos animados con referentes femeninos. El pronombre demostrativo por defecto es ""ese""; frecuentemente ""ese"" se relaciona a referentes próximos y distales a la vez. El plural es más común y es ""esecuna"", pero también se encuentra ""esas"" y ""esos"" en frases con alternación de código.",,"esa, esta","chay, cay"
SN001162,"those, these",esas,Pronombre que no es tan común y se encuentra con más frecuencia en alternaciones de código.,,"esas, esos","chaycuna, caycuna"
SN001163,ladder,escalera,,,escalera,escalera
SN001164,"wait for the rain to clear up, stop raining",escampana,,,escampar,yalichina
SN001165,"scarce, few, little, few and far between",escaso,Adjetivo que se usa frecuentemente en frases de alternación de código.,,escaso,illan
SN001166,broom,escoba,,,escoba,fichana
SN001167,"choose, pick",escogina,,,escoger,acllana
SN001168,hide,escondina,,pacana,esconder,pacana
SN001169,"hidden, unknown",esconditio,,,"escondido, desconocido",pacashca
SN001170,"write, spell",escribina,,,"escribir, deletrear","escribina, quilcana"
SN001171,"deed (land, house, will)",escritura,,,escritura (título de propiedad),escritura
SN001172,"listen, hear",escuchana,"Verbo que es más común: ""oyina"".",,escuchar,uyana
SN001173,school,escuela,,,escuela,"iscuela, yachanahuasi"
SN001174,spit,escupina,,,escupir,tucana
SN001175,"this, that, these, those",ese,"El pronombre demostrativo por defecto es ""ese"" en Media Lengua. Frecuentemente se usa en referentes próximos y distales, y también en referentes con género históricamente masculinos y femeninos del español. El plural que es más común es ""esecuna"" pero de vez en cuando se encuentra ""esos"".",,"esa, ese, esta, este","cay, chay"
SN001176,pen,esfero,,,esfero,esferu
SN001177,effort,esfuerso,,,esfuerzo,esfuersu
SN001178,the other one,esiotro,"Palabra compuesta derivada del español: ""ese + otro"".",,"ese otro, el otro",chayshu
SN001179,that,eso,Se encuentra en expresiones y alternaciónes de código.,,eso,chay
SN001180,back,espalda,,,espalda,huasha
SN001181,Spain,LX000088,Nombre de país.,,España,españa
SN001182,Spanish,LX000089,,,español,español
SN001183,"scare, frighten",espantana,,,"asustar, espantar",mancharyna
SN001184,mirror,espejo,,,espejo,espeju
SN001185,candle,espelma,"Es más común encontrar: ""bela"". Palabra que se conserva del español antiguo ""esperma""(cera para hacer velas).",,vela,"espelma, esperma"
SN001186,wait,esperana,"Se usa para decir ""esperar"" en el sentido de ""desear"", se usa también la palabra ""querena"".",,esperar,shuyana
SN001187,thicken up,espesana,,,espesar,"espesachina, sanguyana, sanguyachina"
SN001188,thick,espeso,,,"espeso, pastoso",sango
SN001189,sprout,espigana,,,"espigar, crecer",espigana
SN001190,thorn,espino,,,espino,casha
SN001191,spy,espiyana,,,espiar,espiyana
SN001192,wife,esposa,,,esposa,huarmi
SN001193,it's possible,esposible,"Palabra compuesta derivada del español: ""es + posible"", y se encuentra en frases que contienen alternancia de código.",,es posible,posible cana
SN001194,"wring out, squeeze out (e.g. a liquid)",esprimina,,,exprimir,capina
SN001195,foam,espuma,,,espuma,putsujo
SN001196,"it's that…, so",esque,"Palabra compuesta derivada del español: ""es + que"".",,es que,isqui
SN001197,"corner (e.g., shop, house, couch)",esqueniru,,,esquinero,esquiniru
SN001198,corner,esquina,,,esquina,esquina
SN001199,"stadium, arena",estadio,,coliseo,estadio,estadiu
SN001200,"rob, defraud",estafana,,robana ; shuana,"estafar, robar",shuhuana
SN001201,bar,estanco,,,bar,ishtancu
SN001202,at that time,estashoras,"Palabra compuesta derivada del español: ""estas + horas"", y se encuentra casi siempre con el pluralizador del español ""s"".",,en este tiempo,cay huras
SN001203,"this, that, these, those",este,,,"este, esta",cay
SN001204,east,LX000090,Punto cardinal.,,este,este
SN001205,wring out,estilana,,,escurrir,llapichina
SN001206,totora mats,estira,,,estera de totora,tutura
SN001207,stomach,estomago,,,estómago,vicsa
SN001208,narrow,estrecho,,,estrecho,quichi
SN001209,star,estrella,,lucero,estrella,luceru
SN001210,strict,estricto,,,estricto,estricto
SN001211,"damage, mess up",estropiana,,,estropear,huaglina
SN001212,"education, studies",LX000091,,,"educación, estudios",yachacuna
SN001213,"smart, intelligent, educated",LX000092,,,"estudiado, inteligente",yachac
SN001214,study,estudiana,,repasana ; revisana,estudiar,yachana
SN001215,student,estudiante,,,estudiante,estudiante
SN001216,"education, studies",estudio,,,"educación, estudios",yachajui
SN001217,Etelvina,Etelvina,Nombre propio.,,Etelvina,Etelvina
SN001218,"evaluate, assess, review",evalorana,,,evaluar,ricuna
SN001219,evangelical,evangelico,,,evangélico,evangelico
SN001220,event,evento,,,evento,tandanajuy
SN001221,exam,examen,,prueba,examen,examen
SN001222,excellent,excelente,,,excelente,"ashta alipacha, ninan"
SN001223,"require, demand, expect",exijina,,,exigir,mañana
SN001224,experience,experiencia,,,experiencia,experiencia
SN001225,foreign (f),extranjera,,,extranjera,ixtranjera
SN001226,"foreigner, abroad",extranjero,,,extranjero,ixtranjeru
SN001227,foreign (m),LX000093,,,extranjero,ixtranjeru
SN001228,favor,fabor,,,favor,fabur
SN001229,favorable,faborable,,,favorable,ali
SN001230,"benefit, facilitate, get ahead",faboresena,,,"favorecer, facilitar, salir adelante",faboresena
SN001231,factory,fabrica,,,fábrica,fabrica
SN001232,"make, produce, build (especially for sale)",fabricana,,,"fabricar, producir",rurana
SN001233,"wrap up in a blanket, put on a shawl",fachalichina,,,"cobijar, poner un chal",fachalichina
SN001234,shawl,fachalina,,,"chalina, rebozo, chal",fachalina
SN001235,"bill, receipt, invoice",factura,,,factura,factura
SN001236,"forced labor, difficult job (early in the morning)",faina,,,"faena, trabajo duro (temprano en la mañana)",sinchi llancay (aliura)
SN001237,sash,faja,,,"faja, ceñidor, cinta",chumbi
SN001238,bran (grain),falandi,,,"afrecho, salvado",falanda
SN001239,falsify,falsificana,,,falsificar,falsificana
SN001240,"false, lie",falso,,,"falso, mentira",yuya
SN001241,lack,falta,"Sustantivo que frecuentemente va seguido por la preposición del español: ""de"".",,falta,falta
SN001242,"miss, lack",faltana,,,faltar,faltana
SN001243,"famous, well-known",famado,,famoso,famoso,yacha tucushcacuna
SN001244,family,familia,,,familia,allyu
SN001245,"famous, well-known",famoso,,famado,famoso,famosu
SN001246,fanesca (type of soup),fanesca,Sopa típica consumida durante la Semana Santa y es tradicionalmente hecha de 12 granos.,,fanesca,fanesca
SN001247,"paper, leaf",fanga,Palabra que no es muy común.,hoja ; papel,"papel, hoja",fanga
SN001248,"break, shred",faquina,Palabra que no es muy común.,quebrana ; rompina,"quebrar, pedacear, romper",faquina
SN001249,Farinango,Farinango,Apellido.,,Farinango,Farinango
SN001250,easy,fasil,,,fácil,fasil
SN001251,"ease, facility, ability, skill",fasilidad,,,"facilidad, habilidad",fasilidad
SN001252,easy (very),fasilito,,,facilito,facilgu
SN001253,easily,fasilmente,,,fácilmente,fasilmente
SN001254,favorite (f),favorita,,preferido ; querido ; querishca,favorita,"faborita, munashca"
SN001255,February,febrero,Mes del año.,,febrero,febreru
SN001256,date (calendar),fecha,,,fecha,fecha
SN001257,Feliciano,Feliciano,Nombre propio (persona).,,Feliciano,Feliciano
SN001258,happy,feliz,,,feliz,"cushi, feliz"
SN001259,"ugly, horrible, bad, scary situation",feo,,fiero,feo,"millay, fieru, manchanayay, alalay"
SN001260,"outdoor market, fair",feria,,,"feria, mercado","feria, plasa"
SN001261,ferment,fermentana,,,"fermentar, madurar (bebida)",fucuna
SN001262,Fernando,Fernando,,,Fernando,Fernando
SN001263,"celebrate, party",festejana,,,festejar,festejana
SN001264,"trust, sell on credit, buy on credit",fiana,,,"fiar, prestar",fiana
SN001265,"clean, sweep",fichana,,limfiana,"limpiar, barrer",fichana
SN001266,"noodles, pasta",fideo,,,"fideo, pasta",fideo
SN001267,fever,fiebre,,,fiebre,calentura
SN001268,foot-and-mouth disease,fiebre_aptosa,,,fiebre aftosa,aptosa unguy
SN001269,"scared, ugly (f)",fiera,,,"fea, miedosa (de apariencia o de carácter)","millay (huarmipa), fiera, manchanayay (huarmipa)"
SN001270,"ugly (m), horrible (m), mean personality (m), scary appearance (m)",fiero,,feo ; miedoso,"feo, miedoso (de apariencia o de carácter)","millay (jaripa), fiero, manchanayay (jaripa)"
SN001271,figure,figura,,,figura,figura
SN001272,edge,filo,,,filo,filo
SN001273,end,fin,"Sustantivo que frecuentemente va seguido por la preposición del español: ""de"" (fin de mes, fin de semana).",,fin,tucuy
SN001274,deceased (person),finado,,,"finado, difunto",finado
SN001275,finally,finalmente,,,finalmente,tucuchingapa
SN001276,angry,LX000094,Palabra que no es muy común.,enojado,enojado,fiñashca
SN001277,fine quality (very),finito,,,finito,ñutugu
SN001278,fine quality,fino,,,fino,ñutu
SN001279,signature,firma,,,firma,firma
SN001280,sign,firmana,,,firmar,firmana
SN001281,"party, celebration",fishta,,,fiesta,"raymi, fieshta"
SN001282,smack!,LX000095,,,trac!,fitas!
SN001283,skinny (f),flaca,,,"flaca, delgada",tsala (huarmipa)
SN001284,skinny (m),flaco,,,"flaco, delgado",tsala (jaripa)
SN001285,flute,flauta,,tonda,flauta,tunda
SN001286,loose (ref. clothing),flojo,,,flojo (ref. ropa),jatun (churanahuan)
SN001287,flower,flor,,,flor,sisa
SN001288,"flowering, blooming",floracion,,,"floración, florecimiento",sisayay
SN001289,flower shop,floreriya,,,florería,"sisa tarpucuna, sisa tarpushca"
SN001290,Florinda,Florinda,Nombre propio (persona).,,Florinda,Florinda
SN001291,lightbulb,foco,,,foco,foco
SN001292,"container (e.g. bowl, pot)",fondo,,,"pondo, recipiente hondo (ej. vasija, lavacara)",malta
SN001293,"form, prepare, put together",formana,,,"formar, hacer",rurana
SN001294,match (for starting fire),fosforo,,,fósforo,posporo
SN001295,"picture, photo",foto,,,"foto, fotografía",foto
SN001296,"rub (e.g. leg), scrub (e.g. clothing), knead (e.g. dough)",fregana,,,fregar,jacuna
SN001297,fry,freina,,,freír,friina
SN001298,forehead,frente,,,frente,"frinti, ñaupa uma"
SN001299,in front of,LX000096,,,frente (al frente),ñaupa
SN001300,fresh,fresco,,,fresco,"ali, frescu"
SN001301,cold,frio,,,frío,chiri
SN001302,fried pork dish,fritada,,,fritada (chancho frito),fritada
SN001303,fried,frito,,,frito,cusashca
SN001304,frown,fronsena,Verbo que se usa frecuentemente con el reflexivo -ri.,,fruncir,froserena
SN001305,fruit,fruta,,,fruta,fruta
SN001306,strawberry,frutilla,,,frutilla,frutilla
SN001307,fire,fuego,,,fuego,"nina, rupai"
SN001308,"force, strength",fuersa,,,fuerza,sinchi
SN001309,strong,fuersudo,,,forzudo,sinchipacha
SN001310,"full, a lot",ful,,,"ful, bastante",ashtaca
SN001311,"smoke, smoking",fumana,,,fumar,chupana (tabacupa)
SN001312,"smoke, smoking",fumay,,,"fumar, humo","tabacuy, fumay"
SN001313,"fumigate, spray pesticides",fumigana,,,fumigar,jambina
SN001314,"function, work",funcionana,,,funcionar,funcionana
SN001315,soccer,futbul,,,fútbol,futbol
SN001316,"cloud, fog",fuyo,,,"nube, neblina",fuyu
SN001317,"Gaby, Gabby",Gabi,"Diminutivo de ""Gabriela"".",,Gaby,Gaby
SN001318,Galapagos,Galapagos,Nombre de una provincia.,,Galápagos,Galapagos
SN001319,"cookies, crackers",galletas,"Se encuentra casi siempre con el pluralizador del español ""s"" y cuando se usa en plural.",,galleta,galleta
SN001320,hen,gallina,,,gallina,atalpa (huarmipa)
SN001321,rooster,gallo,,,gallo,atalpa (jaripa)
SN001322,Gallo Pukyu (Rooster Springs),Gallo_Poguio,Nombre de una fuente de agua ubicada al este de Pijal.,,Gallo Pucyu (La Fuente del Gallo),Gallo Pucyu
SN001323,cattle,ganado,,,ganado,huagra
SN001324,winner,ganador,,,ganador,ganador
SN001325,win,ganana,,,ganar,ganana
SN001326,quickly,ganas,,,rápidamente,utia
SN001327,"yearning, desire",LX000097,Sustantivo que se encuentra en frases que contienen alternancia de código.,,ganas,ganas
SN001328,throat,garganta,,,garganta,cunga
SN001329,tick,garrapatas,"Se encuentra casi siempre con el pluralizador del español ""s""cuando se usa en plural.",,garrapata,garrapata
